Group,Family,taxon.name,OregonFlora
Dicotyledons,Caryophyllaceae,Silene scouleri,native
Dicotyledons,Caryophyllaceae,Silene scouleri ssp. scouleri,native
Dicotyledons,Caryophyllaceae,Silene spaldingii,native
Dicotyledons,Caryophyllaceae,Silene suksdorfii,native
Dicotyledons,Caryophyllaceae,Silene vulgaris,"exotic, naturalized"
Dicotyledons,Caryophyllaceae,Spergula arvensis,"exotic, naturalized"
Dicotyledons,Caryophyllaceae,Spergularia bocconi,"exotic, not naturalized"
Dicotyledons,Caryophyllaceae,Spergularia canadensis,native
Dicotyledons,Caryophyllaceae,Spergularia canadensis var. occidentalis,native
Dicotyledons,Caryophyllaceae,Spergularia diandra,"exotic, not naturalized"
Dicotyledons,Caryophyllaceae,Spergularia macrotheca,native
Dicotyledons,Caryophyllaceae,Spergularia macrotheca var. macrotheca,native
Dicotyledons,Caryophyllaceae,Spergularia marina,uncertain
Dicotyledons,Caryophyllaceae,Spergularia media,"exotic, not naturalized"
Dicotyledons,Caryophyllaceae,Spergularia media var. media,"exotic, not naturalized"
Dicotyledons,Caryophyllaceae,Spergularia rubra,"exotic, naturalized"
Dicotyledons,Caryophyllaceae,Spergularia villosa,"exotic, not naturalized"
Dicotyledons,Caryophyllaceae,Stellaria borealis,native
Dicotyledons,Caryophyllaceae,Stellaria borealis ssp. borealis,native
Dicotyledons,Caryophyllaceae,Stellaria borealis ssp. sitchana,native
Dicotyledons,Caryophyllaceae,Stellaria calycantha,native
Dicotyledons,Caryophyllaceae,Stellaria crispa,native
Dicotyledons,Caryophyllaceae,Stellaria graminea,"exotic, naturalized"
Dicotyledons,Caryophyllaceae,Stellaria humifusa,native
Dicotyledons,Caryophyllaceae,Stellaria longifolia,native
Dicotyledons,Caryophyllaceae,Stellaria longipes,native
Dicotyledons,Caryophyllaceae,Stellaria longipes ssp. longipes,native
Dicotyledons,Caryophyllaceae,Stellaria media,"exotic, naturalized"
Dicotyledons,Caryophyllaceae,Stellaria nitens,native
Dicotyledons,Caryophyllaceae,Stellaria obtusa,native
Dicotyledons,Caryophyllaceae,Stellaria umbellata,native
Dicotyledons,Caryophyllaceae,Vaccaria hispanica,"exotic, naturalized"
Dicotyledons,Celastraceae,Celastrus orbiculatus,"exotic, not naturalized"
Dicotyledons,Celastraceae,Euonymus europaeus,"exotic, not naturalized"
Dicotyledons,Celastraceae,Euonymus fortunei,"exotic, not naturalized"
Dicotyledons,Celastraceae,Euonymus occidentalis,native
Dicotyledons,Celastraceae,Paxistima myrsinites,native
Dicotyledons,Ceratophyllaceae,Ceratophyllum demersum,native
Dicotyledons,Ceratophyllaceae,Ceratophyllum echinatum,native
Dicotyledons,Cleomaceae,Cleomella hillmanii,native
Dicotyledons,Cleomaceae,Cleomella hillmanii var. hillmanii,native
Dicotyledons,Cleomaceae,Cleomella plocasperma,native
Dicotyledons,Cleomaceae,Peritoma lutea,native
Dicotyledons,Cleomaceae,Peritoma platycarpa,native
Dicotyledons,Cleomaceae,Peritoma serrulata,native
Dicotyledons,Cleomaceae,Polanisia dodecandra,native
Dicotyledons,Cleomaceae,Polanisia dodecandra ssp. dodecandra,native
Dicotyledons,Cleomaceae,Polanisia dodecandra ssp. trachysperma,native
Dicotyledons,Comandraceae,Comandra umbellata,native
Dicotyledons,Convolvulaceae,Calystegia atriplicifolia,native
Dicotyledons,Convolvulaceae,Calystegia atriplicifolia ssp. atriplicifolia,native
Dicotyledons,Convolvulaceae,Calystegia occidentalis,native
Dicotyledons,Convolvulaceae,Calystegia occidentalis ssp. occidentalis,native
Dicotyledons,Convolvulaceae,Calystegia sepium,"exotic, not naturalized"
Dicotyledons,Convolvulaceae,Calystegia sepium ssp. angulata,native
Dicotyledons,Convolvulaceae,Calystegia sepium ssp. erratica,"exotic, not naturalized"
Dicotyledons,Convolvulaceae,Calystegia silvatica,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Calystegia silvatica ssp. disjuncta,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Calystegia soldanella,native
Dicotyledons,Convolvulaceae,Convolvulus arvensis,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Cressa truxillensis,native
Dicotyledons,Convolvulaceae,Cuscuta approximata,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Cuscuta approximata var. approximata,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Cuscuta brachycalyx,native
Dicotyledons,Convolvulaceae,Cuscuta californica,native
Dicotyledons,Convolvulaceae,Cuscuta californica var. californica,native
Dicotyledons,Convolvulaceae,Cuscuta campestris,native
Dicotyledons,Convolvulaceae,Cuscuta cephalanthi,native
Dicotyledons,Convolvulaceae,Cuscuta epithymum,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Cuscuta epithymum var. epithymum,"exotic, naturalized"
Dicotyledons,Convolvulaceae,Cuscuta indecora,native
Dicotyledons,Convolvulaceae,Cuscuta indecora var. indecora,native
Dicotyledons,Convolvulaceae,Cuscuta occidentalis,native
Dicotyledons,Convolvulaceae,Cuscuta pacifica,native
Dicotyledons,Convolvulaceae,Cuscuta pacifica var. pacifica,native
Dicotyledons,Convolvulaceae,Cuscuta suksdorfii,native
Dicotyledons,Convolvulaceae,Dichondra donelliana,native
Dicotyledons,Cornaceae,Cornus glabrata,native
Dicotyledons,Cornaceae,Cornus nuttallii,native
Dicotyledons,Cornaceae,Cornus obliqua,"exotic, not naturalized"
Dicotyledons,Cornaceae,Cornus sericea,native
Dicotyledons,Cornaceae,Cornus sessilis,uncertain
Dicotyledons,Cornaceae,Cornus unalaschkensis,native
Dicotyledons,Crassulaceae,Crassula aquatica,native
Dicotyledons,Crassulaceae,Crassula connata,native
Dicotyledons,Crassulaceae,Crassula solieri,native
Dicotyledons,Crassulaceae,Crassula tillaea,"exotic, naturalized"
Dicotyledons,Crassulaceae,Dudleya farinosa,native
Dicotyledons,Crassulaceae,Phedimus spurius,"exotic, not naturalized"
Dicotyledons,Crassulaceae,Rhodiola integrifolia,native
Dicotyledons,Crassulaceae,Rhodiola integrifolia ssp. integrifolia,native
Dicotyledons,Crassulaceae,Sedella pumila,native
Dicotyledons,Crassulaceae,Sedum acre,"exotic, not naturalized"
Dicotyledons,Crassulaceae,Sedum album,"exotic, naturalized"
Dicotyledons,Crassulaceae,Sedum debile,native
Dicotyledons,Crassulaceae,Sedum divergens,native
Dicotyledons,Crassulaceae,Sedum lanceolatum,native
Dicotyledons,Crassulaceae,Sedum lanceolatum var. lanceolatum,native
Dicotyledons,Crassulaceae,Sedum laxum,native
Dicotyledons,Crassulaceae,Sedum laxum ssp. heckneri,native
Dicotyledons,Crassulaceae,Sedum laxum ssp. laxum,native
Dicotyledons,Crassulaceae,Sedum leibergii,native
Dicotyledons,Crassulaceae,Sedum moranii,native
Dicotyledons,Crassulaceae,Sedum oblanceolatum,native
Dicotyledons,Crassulaceae,Sedum oreganum,native
Dicotyledons,Crassulaceae,Sedum oregonense,native
Dicotyledons,Crassulaceae,Sedum radiatum,native
Dicotyledons,Crassulaceae,Sedum radiatum ssp. depauperatum,native
Dicotyledons,Crassulaceae,Sedum rupicola,native
Dicotyledons,Crassulaceae,Sedum spathulifolium,native
Dicotyledons,Crassulaceae,Sedum stenopetalum,native
Dicotyledons,Crassulaceae,Sedum stenopetalum ssp. ciliosum,native
Dicotyledons,Crassulaceae,Sedum stenopetalum ssp. stenopetalum,native
Dicotyledons,Crassulaceae,Sedum thartii,"exotic, not naturalized"
Dicotyledons,Crossosomataceae,Glossopetalon spinescens,native
Dicotyledons,Crossosomataceae,Glossopetalon spinescens var. aridum,native
Dicotyledons,Cucurbitaceae,Cucumis anguria,"exotic, not naturalized"
Dicotyledons,Cucurbitaceae,Echinocystis lobata,"exotic, not naturalized"
Dicotyledons,Cucurbitaceae,Marah fabacea,uncertain
Dicotyledons,Cucurbitaceae,Marah oregana,native
Dicotyledons,Cucurbitaceae,Marah watsonii,uncertain
Dicotyledons,Dipsacaceae,Dipsacus fullonum,"exotic, naturalized"
Dicotyledons,Dipsacaceae,Dipsacus laciniatus,"exotic, not naturalized"
Dicotyledons,Dipsacaceae,Knautia arvensis,"exotic, not naturalized"
Dicotyledons,Droseraceae,Drosera anglica,native
Dicotyledons,Droseraceae,Drosera rotundifolia,native
Dicotyledons,Ehretiaceae,Tiquilia nuttallii,native
Dicotyledons,Elaeagnaceae,Elaeagnus angustifolia,"exotic, naturalized"
Dicotyledons,Elaeagnaceae,Elaeagnus commutata,"exotic, not naturalized"
Dicotyledons,Elaeagnaceae,Elaeagnus umbellata,"exotic, naturalized"
Dicotyledons,Elaeagnaceae,Shepherdia argentea,native
Dicotyledons,Elaeagnaceae,Shepherdia canadensis,native
Dicotyledons,Elatinaceae,Bergia texana,native
Dicotyledons,Elatinaceae,Elatine brachysperma,native
Dicotyledons,Elatinaceae,Elatine californica,native
Dicotyledons,Elatinaceae,Elatine chilensis,native
Dicotyledons,Elatinaceae,Elatine rubella,native
Dicotyledons,Ericaceae,Allotropa virgata,native
Dicotyledons,Ericaceae,Arbutus menziesii,native
Dicotyledons,Ericaceae,Arctostaphylos _ oblongifolia,native
Dicotyledons,Ericaceae,Arctostaphylos canescens,native
Dicotyledons,Ericaceae,Arctostaphylos columbiana,native
Dicotyledons,Ericaceae,Arctostaphylos glandulosa,native
Dicotyledons,Ericaceae,Arctostaphylos glandulosa ssp. glandulosa,native
Dicotyledons,Ericaceae,Arctostaphylos hispidula,native
Dicotyledons,Ericaceae,Arctostaphylos mewukka,"exotic, not naturalized"
Dicotyledons,Ericaceae,Arctostaphylos mewukka ssp. mewukka,"exotic, not naturalized"
Dicotyledons,Ericaceae,Arctostaphylos nevadensis,native
Dicotyledons,Ericaceae,Arctostaphylos patula,native
Dicotyledons,Ericaceae,Arctostaphylos uva-ursi,native
Dicotyledons,Ericaceae,Arctostaphylos viscida,native
Dicotyledons,Ericaceae,Calluna vulgaris,"exotic, naturalized"
Dicotyledons,Ericaceae,Cassiope mertensiana,native
Dicotyledons,Ericaceae,Cassiope mertensiana var. gracilis,native
Dicotyledons,Ericaceae,Cassiope mertensiana var. mertensiana,native
Dicotyledons,Ericaceae,Chimaphila menziesii,native
Dicotyledons,Ericaceae,Chimaphila umbellata,native
Dicotyledons,Ericaceae,Cladothamnus pyroliflorus,native
Dicotyledons,Ericaceae,Empetrum nigrum,native
Dicotyledons,Ericaceae,Erica carnea,"exotic, not naturalized"
Dicotyledons,Ericaceae,Erica lusitanica,"exotic, naturalized"
Dicotyledons,Ericaceae,Gaultheria humifusa,native
Dicotyledons,Ericaceae,Gaultheria ovatifolia,native
Dicotyledons,Ericaceae,Gaultheria shallon,native
Dicotyledons,Ericaceae,Hemitomes congestum,native
Dicotyledons,Ericaceae,Kalmia microphylla,native
Dicotyledons,Ericaceae,Kalmiopsis fragrans,native
Dicotyledons,Ericaceae,Kalmiopsis leachiana,native
Dicotyledons,Ericaceae,Leucothoë davisiae,native
Dicotyledons,Ericaceae,Menziesia ferruginea,native
Dicotyledons,Ericaceae,Moneses uniflora,native
Dicotyledons,Ericaceae,Monotropa hypopitys,native
Dicotyledons,Ericaceae,Monotropa uniflora,native
Dicotyledons,Ericaceae,Orthilia secunda,native
Dicotyledons,Ericaceae,Phyllodoce breweri,"exotic, not naturalized"
Dicotyledons,Ericaceae,Phyllodoce empetriformis,native
Dicotyledons,Ericaceae,Phyllodoce glanduliflora,native
Dicotyledons,Ericaceae,Pityopus californicus,native
Dicotyledons,Ericaceae,Pleuricospora fimbriolata,native
Dicotyledons,Ericaceae,Pterospora andromedea,native
Dicotyledons,Ericaceae,Pyrola aphylla,native
Dicotyledons,Ericaceae,Pyrola asarifolia,native
Dicotyledons,Ericaceae,Pyrola asarifolia ssp. asarifolia,native
Dicotyledons,Ericaceae,Pyrola asarifolia ssp. bracteata,native
Dicotyledons,Ericaceae,Pyrola chlorantha,native
Dicotyledons,Ericaceae,Pyrola minor,native
Dicotyledons,Ericaceae,Pyrola picta,native
Dicotyledons,Ericaceae,Rhododendron albiflorum,native
Dicotyledons,Ericaceae,Rhododendron columbianum,native
Dicotyledons,Ericaceae,Rhododendron macrophyllum,native
Dicotyledons,Ericaceae,Rhododendron occidentale,native
Dicotyledons,Ericaceae,Sarcodes sanguinea,native
Dicotyledons,Ericaceae,Vaccinium caespitosum,native
Dicotyledons,Ericaceae,Vaccinium corymbosum,"exotic, not naturalized"
Dicotyledons,Ericaceae,Vaccinium deliciosum,native
Dicotyledons,Ericaceae,Vaccinium macrocarpon,"exotic, naturalized"
Dicotyledons,Ericaceae,Vaccinium membranaceum,native
Dicotyledons,Ericaceae,Vaccinium myrtillus,native
Dicotyledons,Ericaceae,Vaccinium ovalifolium,native
Dicotyledons,Ericaceae,Vaccinium ovatum,native
Dicotyledons,Ericaceae,Vaccinium oxycoccos,native
Dicotyledons,Ericaceae,Vaccinium parvifolium,native
Dicotyledons,Ericaceae,Vaccinium scoparium,native
Dicotyledons,Ericaceae,Vaccinium uliginosum,native
Dicotyledons,Escalloniaceae,Escallonia rubra,"exotic, not naturalized"
Dicotyledons,Euphorbiaceae,Chamaesyce glyptosperma,native
Dicotyledons,Euphorbiaceae,Chamaesyce maculata,native
Dicotyledons,Euphorbiaceae,Chamaesyce prostrata,"exotic, not naturalized"
Dicotyledons,Euphorbiaceae,Chamaesyce serpens,"exotic, not naturalized"
Dicotyledons,Euphorbiaceae,Chamaesyce serpillifolia,native
Dicotyledons,Euphorbiaceae,Croton setigerus,native
Dicotyledons,Euphorbiaceae,Euphorbia characias,"exotic, not naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia crenulata,native
Dicotyledons,Euphorbiaceae,Euphorbia cyparissias,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia dentata,"exotic, not naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia esula,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia helioscopia,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia lathyris,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia myrsinites,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia oblongata,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia peplus,"exotic, naturalized"
Dicotyledons,Euphorbiaceae,Euphorbia spathulata,native
Dicotyledons,Euphorbiaceae,Mercurialis annua,"exotic, not naturalized"
Dicotyledons,Fabaceae,Acacia dealbata,"exotic, naturalized"
Dicotyledons,Fabaceae,Acmispon americanus,native
Dicotyledons,Fabaceae,Acmispon americanus var. americanus,native
Dicotyledons,Fabaceae,Acmispon brachycarpus,native
Dicotyledons,Fabaceae,Acmispon denticulatus,native
Dicotyledons,Fabaceae,Acmispon nevadensis,native
Dicotyledons,Fabaceae,Acmispon nevadensis var. nevadensis,native
Dicotyledons,Fabaceae,Acmispon parviflorus,native
Dicotyledons,Fabaceae,Acmispon wrangelianus,native
Dicotyledons,Fabaceae,Amorpha californica,uncertain
Dicotyledons,Fabaceae,Amorpha fruticosa,"exotic, naturalized"
Dicotyledons,Fabaceae,Anthyllis vulneraria,"exotic, not naturalized"
Dicotyledons,Fabaceae,Astragalus accidens,native
Dicotyledons,Fabaceae,Astragalus accidens var. accidens,native
Dicotyledons,Fabaceae,Astragalus accidens var. hendersonii,native
Dicotyledons,Fabaceae,Astragalus agrestis,native
Dicotyledons,Fabaceae,Astragalus alpinus,native
Dicotyledons,Fabaceae,Astragalus alpinus var. alpinus,native
Dicotyledons,Fabaceae,Astragalus alvordensis,native
Dicotyledons,Fabaceae,Astragalus applegatei,native
Dicotyledons,Fabaceae,Astragalus arthuri,native
Dicotyledons,Fabaceae,Astragalus atratus,native
Dicotyledons,Fabaceae,Astragalus atratus var. owyheensis,native
Dicotyledons,Fabaceae,Astragalus australis,native
Dicotyledons,Fabaceae,Astragalus australis var. glabriusculus,native
Dicotyledons,Fabaceae,Astragalus beckwithii,native
Dicotyledons,Fabaceae,Astragalus beckwithii var. weiserensis,native
Dicotyledons,Fabaceae,Astragalus californicus,native
Dicotyledons,Fabaceae,Astragalus calycosus,native
Dicotyledons,Fabaceae,Astragalus calycosus var. calycosus,native
Dicotyledons,Fabaceae,Astragalus canadensis,native
Dicotyledons,Fabaceae,Astragalus canadensis var. brevidens,native
Dicotyledons,Fabaceae,Astragalus canadensis var. mortonii,native
Dicotyledons,Fabaceae,Astragalus caricinus,native
Dicotyledons,Fabaceae,Astragalus cicer,"exotic, not naturalized"
Dicotyledons,Fabaceae,Astragalus collinus,native
Dicotyledons,Fabaceae,Astragalus collinus var. collinus,native
Dicotyledons,Fabaceae,Astragalus collinus var. laurentii,native
Dicotyledons,Fabaceae,Astragalus conjunctus,native
Dicotyledons,Fabaceae,Astragalus conjunctus var. conjunctus,native
Dicotyledons,Fabaceae,Astragalus conjunctus var. rickardii,native
Dicotyledons,Fabaceae,Astragalus curvicarpus,native
Dicotyledons,Fabaceae,Astragalus curvicarpus var. brachycodon,native
Dicotyledons,Fabaceae,Astragalus curvicarpus var. curvicarpus,native
Dicotyledons,Fabaceae,Astragalus curvicarpus var. subglaber,native
Dicotyledons,Fabaceae,Astragalus cusickii,native
Dicotyledons,Fabaceae,Astragalus cusickii var. cusickii,native
Dicotyledons,Fabaceae,Astragalus diaphanus,native
Dicotyledons,Fabaceae,Astragalus diaphanus var. diaphanus,native
Dicotyledons,Fabaceae,Astragalus diaphanus var. diurnus,native
Dicotyledons,Fabaceae,Astragalus drummondii,"exotic, not naturalized"
Dicotyledons,Fabaceae,Astragalus eremiticus,native
Dicotyledons,Fabaceae,Astragalus filipes,native
Dicotyledons,Fabaceae,Astragalus gambelianus,native
Dicotyledons,Fabaceae,Astragalus geyeri,native
Dicotyledons,Fabaceae,Astragalus geyeri var. geyeri,native
Dicotyledons,Fabaceae,Astragalus hoodianus,native
Dicotyledons,Fabaceae,Astragalus howellii,native
Dicotyledons,Fabaceae,Astragalus inflexus,native
Dicotyledons,Fabaceae,Astragalus iodanthus,native
Dicotyledons,Fabaceae,Astragalus iodanthus var. diaphanoides,native
Dicotyledons,Fabaceae,Astragalus iodanthus var. iodanthus,native
Dicotyledons,Fabaceae,Astragalus kentrophyta,native
Dicotyledons,Fabaceae,Astragalus kentrophyta var. jessiae,native
Dicotyledons,Fabaceae,Astragalus kentrophyta var. tegetarius,native
Dicotyledons,Fabaceae,Astragalus lemmonii,native
Dicotyledons,Fabaceae,Astragalus lentiginosus,native
Dicotyledons,Fabaceae,Astragalus lentiginosus var. floribundus,native
Dicotyledons,Fabaceae,Astragalus lentiginosus var. lentiginosus,native
Dicotyledons,Fabaceae,Astragalus lentiginosus var. platyphyllidius,native
Dicotyledons,Fabaceae,Astragalus lentiginosus var. salinus,native
Dicotyledons,Fabaceae,Astragalus malacus,native
Dicotyledons,Fabaceae,Astragalus misellus,native
Dicotyledons,Fabaceae,Astragalus misellus var. misellus,native
Dicotyledons,Fabaceae,Astragalus mulfordiae,native
Dicotyledons,Fabaceae,Astragalus multiflorus,native
Dicotyledons,Fabaceae,Astragalus newberryi,native
Dicotyledons,Fabaceae,Astragalus newberryi var. castoreus,native
Dicotyledons,Fabaceae,Astragalus nudisiliquus,native
Dicotyledons,Fabaceae,Astragalus obscurus,native
Dicotyledons,Fabaceae,Astragalus peckii,native
Dicotyledons,Fabaceae,Astragalus platytropis,native
Dicotyledons,Fabaceae,Astragalus purshii,native
Dicotyledons,Fabaceae,Astragalus purshii var. glareosus,native
Dicotyledons,Fabaceae,Astragalus purshii var. lagopinus,native
Dicotyledons,Fabaceae,Astragalus purshii var. purshii,native
Dicotyledons,Fabaceae,Astragalus purshii var. tinctus,native
Dicotyledons,Fabaceae,Astragalus reventus,native
Dicotyledons,Fabaceae,Astragalus robbinsii,native
Dicotyledons,Fabaceae,Astragalus robbinsii var. alpiniformis,native
Dicotyledons,Fabaceae,Astragalus salmonis,native
Dicotyledons,Fabaceae,Astragalus sclerocarpus,native
Dicotyledons,Fabaceae,Astragalus sheldonii,native
Dicotyledons,Fabaceae,Astragalus solitarius,native
Dicotyledons,Fabaceae,Astragalus spaldingii,native
Dicotyledons,Fabaceae,Astragalus sterilis,native
Dicotyledons,Fabaceae,Astragalus succumbens,native
Dicotyledons,Fabaceae,Astragalus tegetarioides,native
Dicotyledons,Fabaceae,Astragalus tegetarioides var. tegetarioides,native
Dicotyledons,Fabaceae,Astragalus tetrapterus,native
Dicotyledons,Fabaceae,Astragalus toanus,native
Dicotyledons,Fabaceae,Astragalus toanus var. toanus,native
Dicotyledons,Fabaceae,Astragalus tweedyi,native
Dicotyledons,Fabaceae,Astragalus tyghensis,native
Dicotyledons,Fabaceae,Astragalus umbraticus,native
Dicotyledons,Fabaceae,Astragalus vallaris,native
Dicotyledons,Fabaceae,Astragalus whitneyi,native
Dicotyledons,Fabaceae,Astragalus whitneyi var. confusus,native
Dicotyledons,Fabaceae,Astragalus whitneyi var. siskiyouensis,native
Dicotyledons,Fabaceae,Astragalus whitneyi var. sonneanus,native
Dicotyledons,Fabaceae,Cercis occidentalis,native
Dicotyledons,Fabaceae,Cicer arietinum,"exotic, not naturalized"
Dicotyledons,Fabaceae,Cytisus multiflorus,"exotic, not naturalized"
Dicotyledons,Fabaceae,Cytisus scoparius,"exotic, naturalized"
Dicotyledons,Fabaceae,Cytisus striatus,"exotic, naturalized"
Dicotyledons,Fabaceae,Dalea ornata,native
Dicotyledons,Fabaceae,Galega officinalis,"exotic, naturalized"
Dicotyledons,Fabaceae,Genista monspessulana,"exotic, naturalized"
Dicotyledons,Fabaceae,Gleditsia triacanthos,"exotic, not naturalized"
Dicotyledons,Fabaceae,Glycyrrhiza lepidota,native
Dicotyledons,Fabaceae,Hedysarum boreale,native
Dicotyledons,Fabaceae,Hoita macrostachya,"exotic, not naturalized"
Dicotyledons,Fabaceae,Hosackia crassifolia,native
Dicotyledons,Fabaceae,Hosackia crassifolia var. crassifolia,native
Dicotyledons,Fabaceae,Hosackia gracilis,native
Dicotyledons,Fabaceae,Hosackia oblongifolia,native
Dicotyledons,Fabaceae,Hosackia oblongifolia var. oblongifolia,native
Dicotyledons,Fabaceae,Hosackia pinnata,native
Dicotyledons,Fabaceae,Hosackia rosea,native
Dicotyledons,Fabaceae,Hosackia stipularis,native
Dicotyledons,Fabaceae,Hosackia stipularis var. ottleyi,native
Dicotyledons,Fabaceae,Laburnum anagyroides,"exotic, not naturalized"
Dicotyledons,Fabaceae,Ladeania lanceolata,native
Dicotyledons,Fabaceae,Lathyrus angulatus,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus aphaca,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus brownii,native
Dicotyledons,Fabaceae,Lathyrus delnorticus,native
Dicotyledons,Fabaceae,Lathyrus hirsutus,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus holochlorus,native
Dicotyledons,Fabaceae,Lathyrus japonicus,native
Dicotyledons,Fabaceae,Lathyrus japonicus var. glaber,native
Dicotyledons,Fabaceae,Lathyrus lanszwertii,native
Dicotyledons,Fabaceae,Lathyrus lanszwertii var. aridus,native
Dicotyledons,Fabaceae,Lathyrus lanszwertii var. lanszwertii,native
Dicotyledons,Fabaceae,Lathyrus latifolius,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus littoralis,native
Dicotyledons,Fabaceae,Lathyrus nevadensis,native
Dicotyledons,Fabaceae,Lathyrus nevadensis var. cusickii,native
Dicotyledons,Fabaceae,Lathyrus nevadensis var. nevadensis,native
Dicotyledons,Fabaceae,Lathyrus nissolia,"exotic, not naturalized"
Dicotyledons,Fabaceae,Lathyrus odoratus,"exotic, not naturalized"
Dicotyledons,Fabaceae,Lathyrus palustris,native
Dicotyledons,Fabaceae,Lathyrus pauciflorus,native
Dicotyledons,Fabaceae,Lathyrus pauciflorus var. pauciflorus,native
Dicotyledons,Fabaceae,Lathyrus pauciflorus var. utahensis,native
Dicotyledons,Fabaceae,Lathyrus polyphyllus,native
Dicotyledons,Fabaceae,Lathyrus rigidus,native
Dicotyledons,Fabaceae,Lathyrus sativus,"exotic, not naturalized"
Dicotyledons,Fabaceae,Lathyrus sphaericus,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus sulphureus,native
Dicotyledons,Fabaceae,Lathyrus sylvestris,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus tingitanus,"exotic, naturalized"
Dicotyledons,Fabaceae,Lathyrus torreyi,native
Dicotyledons,Fabaceae,Lathyrus tracyi,native
Dicotyledons,Fabaceae,Lathyrus vernus,"exotic, not naturalized"
Dicotyledons,Fabaceae,Lathyrus vestitus,native
Dicotyledons,Fabaceae,Lathyrus vestitus var. ochropetalus,native
Dicotyledons,Fabaceae,Lathyrus vestitus var. vestitus,native
Dicotyledons,Fabaceae,Lotus corniculatus,"exotic, naturalized"
Dicotyledons,Fabaceae,Lotus subbiflorus,"exotic, not naturalized"
Dicotyledons,Fabaceae,Lotus subbiflorus var. subbiflorus,"exotic, not naturalized"
Dicotyledons,Fabaceae,Lotus uliginosus,"exotic, naturalized"
Dicotyledons,Fabaceae,Lupinus affinis,native
Dicotyledons,Fabaceae,Lupinus albicaulis,native
Dicotyledons,Fabaceae,Lupinus albicaulis var. albicaulis,native
Dicotyledons,Fabaceae,Lupinus albicaulis var. shastensis,native
Dicotyledons,Fabaceae,Lupinus albifrons,native
Dicotyledons,Fabaceae,Lupinus albifrons var. albifrons,native
Dicotyledons,Fabaceae,Lupinus arboreus,native and exotic
Dicotyledons,Fabaceae,Lupinus arbustus,native
Dicotyledons,Fabaceae,Lupinus arbustus _ Lupinus sericeus,native
Dicotyledons,Fabaceae,Lupinus argenteus,native
Dicotyledons,Fabaceae,Lupinus argenteus var. argenteus,native
Dicotyledons,Fabaceae,Lupinus argenteus var. heteranthus,native
Dicotyledons,Fabaceae,Lupinus argenteus var. holosericeus,native
Dicotyledons,Fabaceae,Lupinus argenteus var. utahensis,native
Dicotyledons,Fabaceae,Lupinus bicolor,native
Dicotyledons,Fabaceae,Lupinus brevicaulis,native
Dicotyledons,Fabaceae,Lupinus breweri,native
Dicotyledons,Fabaceae,Lupinus latifolius,native
Dicotyledons,Fabaceae,Lupinus latifolius _ Lupinus sericeus,native
Dicotyledons,Fabaceae,Lupinus latifolius var. latifolius,native
Dicotyledons,Fabaceae,Lupinus latifolius var. subalpinus,native
Dicotyledons,Fabaceae,Lupinus latifolius var. viridifolius,native
Dicotyledons,Fabaceae,Lupinus lepidus,native
Dicotyledons,Fabaceae,Lupinus lepidus var. aridus,native
Dicotyledons,Fabaceae,Lupinus lepidus var. ashlandensis,native
Dicotyledons,Fabaceae,Lupinus lepidus var. cusickii,native
Dicotyledons,Fabaceae,Lupinus lepidus var. lepidus,native
Dicotyledons,Fabaceae,Lupinus lepidus var. lobbii,native
Dicotyledons,Fabaceae,Lupinus lepidus var. sellulus,native
Dicotyledons,Fabaceae,Lupinus lepidus var. utahensis,native
Dicotyledons,Fabaceae,Lupinus leucophyllus,native
Dicotyledons,Fabaceae,Lupinus leucophyllus _ Lupinus sericeus,native
Dicotyledons,Fabaceae,Lupinus littoralis,native
Dicotyledons,Fabaceae,Lupinus littoralis var. littoralis,native
Dicotyledons,Fabaceae,Lupinus luteolus,native
Dicotyledons,Fabaceae,Lupinus microcarpus,native
Dicotyledons,Fabaceae,Lupinus nevadensis,native
Dicotyledons,Fabaceae,Lupinus onustus,native
Dicotyledons,Fabaceae,Lupinus oreganus,native
Dicotyledons,Fabaceae,Lupinus polyphyllus,native
Dicotyledons,Fabaceae,Lupinus polyphyllus var. burkei,native
Dicotyledons,Fabaceae,Lupinus polyphyllus var. polyphyllus,native
Dicotyledons,Fabaceae,Lupinus polyphyllus var. prunophilus,native
